Path 1,Path 2,Path 3,Path 4,Path 5,Path 6,URLs,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Hash,Length,Canonical Link Element 1,URL Encoded Address
,,,,all-emojis/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/all-emojis/,text/html;charset=UTF-8,200,OK,Indexable,,341eb0fc1b6887089544c40ffd02d668,64,,https://bgoonz-blog.netlify.app/docs/quick-reference/all-emojis/
,,,,new-repo-instructions/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/new-repo-instructions/,text/html;charset=UTF-8,200,OK,Indexable,,53ce5dbc53a336ef5bc8954db42d79fb,75,,https://bgoonz-blog.netlify.app/docs/quick-reference/new-repo-instructions/
,,,,minifiction/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/minifiction/,text/html;charset=UTF-8,200,OK,Indexable,,91c66b004e9361dbbd269d4abf785bf5,65,,https://bgoonz-blog.netlify.app/docs/quick-reference/minifiction/
,,,,installation/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/installation/,text/html;charset=UTF-8,200,OK,Indexable,,5e4feef7178b2efb53ae8a49cab217ce,66,,https://bgoonz-blog.netlify.app/docs/quick-reference/installation/
,,,,markdown-dropdowns/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/markdown-dropdowns/,text/html;charset=UTF-8,200,OK,Indexable,,87a26a594a4bf0df6d373b173496b36d,72,,https://bgoonz-blog.netlify.app/docs/quick-reference/markdown-dropdowns/
,,,,git-tricks/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/git-tricks/,text/html;charset=UTF-8,200,OK,Indexable,,22d453548fe936a276c46386b9faca08,64,,https://bgoonz-blog.netlify.app/docs/quick-reference/git-tricks/
,,,,google-firebase/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/google-firebase/,text/html;charset=UTF-8,200,OK,Indexable,,99bd7abfe2c3c546326b8bd990694d06,69,,https://bgoonz-blog.netlify.app/docs/quick-reference/google-firebase/
,,,,pull-request-rubric/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/pull-request-rubric/,text/html;charset=UTF-8,200,OK,Indexable,,cf8189d8d30b64070ad0d32e85ad7822,73,,https://bgoonz-blog.netlify.app/docs/quick-reference/pull-request-rubric/
,,,,quick-links/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/quick-links/,text/html;charset=UTF-8,200,OK,Indexable,,9288d2ee710468aba8be58d8ecb0047,65,,https://bgoonz-blog.netlify.app/docs/quick-reference/quick-links/
,,,,git-bash/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/git-bash/,text/html; charset=utf-8,200,OK,Indexable,,9f6ec22c508e6a3d80fbc7dc2e7d6d89,62,,https://bgoonz-blog.netlify.app/docs/quick-reference/git-bash/
,,,,heroku-error-codes/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/heroku-error-codes/,text/html;charset=UTF-8,200,OK,Indexable,,2600c2549d686e92b305207fe17322a7,72,,https://bgoonz-blog.netlify.app/docs/quick-reference/heroku-error-codes/
,,,,understanding-path/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/understanding-path/,text/html;charset=UTF-8,200,OK,Indexable,,1033f4b0beb0696dcea36a75bd4bb8ce,72,,https://bgoonz-blog.netlify.app/docs/quick-reference/understanding-path/
,,,,psql-setup/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/psql-setup/,text/html;charset=UTF-8,200,OK,Indexable,,a7b9c7d8ad72ccc6fd497e827e34e45e,64,,https://bgoonz-blog.netlify.app/docs/quick-reference/psql-setup/
,,,,topRepos/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/topRepos/,text/html; charset=utf-8,301,Moved Permanently,Non-Indexable,Redirected,,62,,https://bgoonz-blog.netlify.app/docs/quick-reference/topRepos/
,,,,create-react-app/,,1,https://bgoonz-blog.netlify.app/docs/quick-reference/create-react-app/,text/html;charset=UTF-8,200,OK,Indexable,,8b22cd2cb69723e6b811f6c623a71d1e,70,,https://bgoonz-blog.netlify.app/docs/quick-reference/create-react-app/
,,,interview/,,,3,https://bgoonz-blog.netlify.app/docs/interview/,text/html;charset=UTF-8,200,OK,Indexable,,8f08fa85717759126744f203c28e150d,47,,https://bgoonz-blog.netlify.app/docs/interview/
,,,,job-search-nav/,,1,https://bgoonz-blog.netlify.app/docs/interview/job-search-nav/,text/html;charset=UTF-8,200,OK,Indexable,,ffc9a5139b1de3d9a2f11d7a6965998b,62,,https://bgoonz-blog.netlify.app/docs/interview/job-search-nav/
,,,,review-concepts/,,1,https://bgoonz-blog.netlify.app/docs/interview/review-concepts/,text/html; charset=utf-8,200,OK,Indexable,,4922022a52722553d8aa166296cb3c4f,63,,https://bgoonz-blog.netlify.app/docs/interview/review-concepts/
,,,react/,,,11,https://bgoonz-blog.netlify.app/docs/react/,text/html;charset=UTF-8,200,OK,Indexable,,55293275b2ba429f6152e4e658020bb8,43,,https://bgoonz-blog.netlify.app/docs/react/
,,,,dont-use-index-as-keys/,,1,https://bgoonz-blog.netlify.app/docs/react/dont-use-index-as-keys/,text/html;charset=UTF-8,200,OK,Indexable,,6cfecc142abacc8d08ca3aeaf2c52970,66,,https://bgoonz-blog.netlify.app/docs/react/dont-use-index-as-keys/
,,,,ajax-n-apis/,,1,https://bgoonz-blog.netlify.app/docs/react/ajax-n-apis/,text/html;charset=UTF-8,200,OK,Indexable,,12540a7439edb79e09a2c9fb07e6c85b,55,,https://bgoonz-blog.netlify.app/docs/react/ajax-n-apis/
,,,,render-elements/,,1,https://bgoonz-blog.netlify.app/docs/react/render-elements/,text/html;charset=UTF-8,200,OK,Indexable,,e17fcb30ad6fb7e1ce0736721d61ff5c,59,,https://bgoonz-blog.netlify.app/docs/react/render-elements/
,,,,cheatsheet/,,1,https://bgoonz-blog.netlify.app/docs/react/cheatsheet/,text/html; charset=utf-8,200,OK,Indexable,,2254316d8d1f6d87233c2cbcdfd7731a,54,,https://bgoonz-blog.netlify.app/docs/react/cheatsheet/
,,,,demo/,,1,https://bgoonz-blog.netlify.app/docs/react/demo/,text/html;charset=UTF-8,200,OK,Indexable,,ed1690fd10b30817fa412f2aa7680a9b,48,,https://bgoonz-blog.netlify.app/docs/react/demo/
,,,,react-docs/,,1,https://bgoonz-blog.netlify.app/docs/react/react-docs/,text/html;charset=UTF-8,200,OK,Indexable,,94e364db39dab982810f754c89235b05,54,,https://bgoonz-blog.netlify.app/docs/react/react-docs/
,,,,jsx/,,1,https://bgoonz-blog.netlify.app/docs/react/jsx/,text/html;charset=UTF-8,200,OK,Indexable,,6eb33afcea23bff0290b2467d16f0f9e,47,,https://bgoonz-blog.netlify.app/docs/react/jsx/
,,,,react-in-depth/,,1,https://bgoonz-blog.netlify.app/docs/react/react-in-depth/,text/html;charset=UTF-8,200,OK,Indexable,,776416ab7e92dcbd6eb5513335f4c43,58,,https://bgoonz-blog.netlify.app/docs/react/react-in-depth/
,,,,createReactApp/,,1,https://bgoonz-blog.netlify.app/docs/react/createReactApp/,text/html; charset=utf-8,301,Moved Permanently,Non-Indexable,Redirected,,58,,https://bgoonz-blog.netlify.app/docs/react/createReactApp/
,,,,react2/,,1,https://bgoonz-blog.netlify.app/docs/react/react2/,text/html;charset=UTF-8,200,OK,Indexable,,2621df561bf702dc9f995092ed02b6e3,50,,https://bgoonz-blog.netlify.app/docs/react/react2/
,,,interact/,,,6,https://bgoonz-blog.netlify.app/docs/interact/,text/html;charset=UTF-8,200,OK,Indexable,,293c9289211722896126ad4137f31940,46,,https://bgoonz-blog.netlify.app/docs/interact/
,,,,video-chat/,,1,https://bgoonz-blog.netlify.app/docs/interact/video-chat/,text/html; charset=utf-8,200,OK,Indexable,,2dbf9b10143d615641a41c31b9b5c13f,57,,https://bgoonz-blog.netlify.app/docs/interact/video-chat/
,,,,jupyter-notebooks/,,1,https://bgoonz-blog.netlify.app/docs/interact/jupyter-notebooks/,text/html; charset=utf-8,200,OK,Indexable,,67de00a17837dad2946bffe56419b0d5,64,,https://bgoonz-blog.netlify.app/docs/interact/jupyter-notebooks/
,,,,callstack-visual/,,1,https://bgoonz-blog.netlify.app/docs/interact/callstack-visual/,text/html;charset=UTF-8,200,OK,Indexable,,7ceb1ff008981be92b534a82e40d9fb2,63,,https://bgoonz-blog.netlify.app/docs/interact/callstack-visual/
,,,,clock/,,1,https://bgoonz-blog.netlify.app/docs/interact/clock/,text/html; charset=utf-8,200,OK,Indexable,,c392cebc842c5e6c2462a9385bbd4a67,52,,https://bgoonz-blog.netlify.app/docs/interact/clock/
,,,,other-sites/,,1,https://bgoonz-blog.netlify.app/docs/interact/other-sites/,text/html;charset=UTF-8,200,OK,Indexable,,f137d28d766263914cd67a94a2c009ca,58,,https://bgoonz-blog.netlify.app/docs/interact/other-sites/
,,,about/,,,6,https://bgoonz-blog.netlify.app/docs/about/,text/html;charset=UTF-8,200,OK,Indexable,,b39a6c34dc06afb6075183c7e6b43cc,43,,https://bgoonz-blog.netlify.app/docs/about/
,,,,eng-portfolio/,,1,https://bgoonz-blog.netlify.app/docs/about/eng-portfolio/,text/html;charset=UTF-8,200,OK,Indexable,,6b59a75d651866cd10afea9c55be0cb5,57,,https://bgoonz-blog.netlify.app/docs/about/eng-portfolio/
,,,,job-search/,,1,https://bgoonz-blog.netlify.app/docs/about/job-search/,text/html;charset=UTF-8,200,OK,Indexable,,51e9a3e3b574a71f09feb68504b2b48f,54,,https://bgoonz-blog.netlify.app/docs/about/job-search/
,,,,resume/,,1,https://bgoonz-blog.netlify.app/docs/about/resume/,text/html;charset=UTF-8,200,OK,Indexable,,2209048279bf107c5791970707147b02,50,,https://bgoonz-blog.netlify.app/docs/about/resume/
,,,,intrests/,,1,https://bgoonz-blog.netlify.app/docs/about/intrests/,text/html;charset=UTF-8,200,OK,Indexable,,228e204290e2ec20645fa9fd18aeaaf,52,,https://bgoonz-blog.netlify.app/docs/about/intrests/
,,,,README/,,1,https://bgoonz-blog.netlify.app/docs/about/README/,text/html; charset=utf-8,301,Moved Permanently,Non-Indexable,Redirected,,50,,https://bgoonz-blog.netlify.app/docs/about/README/
,,,leetcode/,,,1,https://bgoonz-blog.netlify.app/docs/leetcode/,text/html;charset=UTF-8,200,OK,Indexable,,41bc57ee16192df2a50bb0bbd2c238cd,46,,https://bgoonz-blog.netlify.app/docs/leetcode/
,,,javascript/,,,11,https://bgoonz-blog.netlify.app/docs/javascript/,text/html; charset=utf-8,200,OK,Indexable,,861a72175f6e04becce3de6d70606ad5,48,,https://bgoonz-blog.netlify.app/docs/javascript/
,,,,review/,,1,https://bgoonz-blog.netlify.app/docs/javascript/review/,text/html;charset=UTF-8,200,OK,Indexable,,e51efd5cbdf2df3db5dcd7e292c43575,55,,https://bgoonz-blog.netlify.app/docs/javascript/review/
,,,,for-loops/,,1,https://bgoonz-blog.netlify.app/docs/javascript/for-loops/,text/html;charset=UTF-8,200,OK,Indexable,,e4e9e733e17406de19eb6a588895b441,58,,https://bgoonz-blog.netlify.app/docs/javascript/for-loops/
,,,,this-is-about-this/,,1,https://bgoonz-blog.netlify.app/docs/javascript/this-is-about-this/,text/html;charset=UTF-8,200,OK,Indexable,,a3569252b3aa56abfdf11fb0c860681b,67,,https://bgoonz-blog.netlify.app/docs/javascript/this-is-about-this/
,,,,asyncjs/,,1,https://bgoonz-blog.netlify.app/docs/javascript/asyncjs/,text/html;charset=UTF-8,200,OK,Indexable,,6f091ae8e35f74a9938a07cb258610ef,56,,https://bgoonz-blog.netlify.app/docs/javascript/asyncjs/
,,,,await-keyword/,,1,https://bgoonz-blog.netlify.app/docs/javascript/await-keyword/,text/html;charset=UTF-8,200,OK,Indexable,,db7031c90cdc8f7715178c117d3acb30,62,,https://bgoonz-blog.netlify.app/docs/javascript/await-keyword/
,,,,clean-code/,,1,https://bgoonz-blog.netlify.app/docs/javascript/clean-code/,text/html;charset=UTF-8,200,OK,Indexable,,71f12fa5610d35f9bde5fe124b5b6208,59,,https://bgoonz-blog.netlify.app/docs/javascript/clean-code/
,,,,constructor-functions/,,1,https://bgoonz-blog.netlify.app/docs/javascript/constructor-functions/,text/html; charset=utf-8,200,OK,Indexable,,6ce7a0e5b77f38df99d80776fe6de064,70,,https://bgoonz-blog.netlify.app/docs/javascript/constructor-functions/
,,,,bigo/,,1,https://bgoonz-blog.netlify.app/docs/javascript/bigo/,text/html;charset=UTF-8,200,OK,Indexable,,244cac08bd93b1ccf4b6562c5d83ed76,53,,https://bgoonz-blog.netlify.app/docs/javascript/bigo/
,,,,promises/,,1,https://bgoonz-blog.netlify.app/docs/javascript/promises/,text/html;charset=UTF-8,200,OK,Indexable,,acdfa560e758e4513e630781a8268ff,57,,https://bgoonz-blog.netlify.app/docs/javascript/promises/
,,,,arrow-functions/,,1,https://bgoonz-blog.netlify.app/docs/javascript/arrow-functions/,text/html;charset=UTF-8,200,OK,Indexable,,3711a303441905ab117ca2cc60972cad,64,,https://bgoonz-blog.netlify.app/docs/javascript/arrow-functions/
,,,tools/,,,6,https://bgoonz-blog.netlify.app/docs/tools/,text/html;charset=UTF-8,200,OK,Indexable,,d3bf146927c5dc23993aa6d79c5627e0,43,,https://bgoonz-blog.netlify.app/docs/tools/
,,,,Archive,,1,https://bgoonz-blog.netlify.app/docs/tools/Archive,text/html; charset=utf-8,301,Moved Permanently,Non-Indexable,Redirected,,50,,https://bgoonz-blog.netlify.app/docs/tools/Archive
,,,,dev-utilities/,,1,https://bgoonz-blog.netlify.app/docs/tools/dev-utilities/,text/html;charset=UTF-8,200,OK,Indexable,,5b93ad9490c97d2d0180e4104fed5eee,57,,https://bgoonz-blog.netlify.app/docs/tools/dev-utilities/
,,,,data-structures/,,1,https://bgoonz-blog.netlify.app/docs/tools/data-structures/,text/html; charset=utf-8,200,OK,Indexable,,995fd8431fda20276bb7d058afd996a2,59,,https://bgoonz-blog.netlify.app/docs/tools/data-structures/
,,,,markdown-html/,,1,https://bgoonz-blog.netlify.app/docs/tools/markdown-html/,text/html;charset=UTF-8,200,OK,Indexable,,bb656f81f276cbe1570d6c1f433513e5,57,,https://bgoonz-blog.netlify.app/docs/tools/markdown-html/
,,,,Archive/,,1,https://bgoonz-blog.netlify.app/docs/tools/Archive/,text/html; charset=utf-8,301,Moved Permanently,Non-Indexable,Redirected,,51,,https://bgoonz-blog.netlify.app/docs/tools/Archive/
,,,tools,,,1,https://bgoonz-blog.netlify.app/docs/tools,text/html; charset=utf-8,301,Moved Permanently,Non-Indexable,Redirected,,42,,https://bgoonz-blog.netlify.app/docs/tools
,,,gallery,,,1,https://bgoonz-blog.netlify.app/docs/gallery,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,,44,,https://bgoonz-blog.netlify.app/docs/gallery
,,,sitemap,,,1,https://bgoonz-blog.netlify.app/docs/sitemap,text/html; charset=utf-8,301,Moved Permanently,Non-Indexable,Redirected,,44,,https://bgoonz-blog.netlify.app/docs/sitemap
,,,data-structures/,,,1,https://bgoonz-blog.netlify.app/docs/data-structures/,text/html; charset=utf-8,200,OK,Indexable,,31d772925c77e82cf96e947f3807061a,53,,https://bgoonz-blog.netlify.app/docs/data-structures/
,,,tips/,,,4,https://bgoonz-blog.netlify.app/docs/tips/,text/html;charset=UTF-8,200,OK,Indexable,,46d92a7a957e38a368b6dd2f6108c18c,42,,https://bgoonz-blog.netlify.app/docs/tips/
,,,,insert-into-array/,,1,https://bgoonz-blog.netlify.app/docs/tips/insert-into-array/,text/html;charset=UTF-8,200,OK,Indexable,,68bf462766a1d945ef0e4e6ded96808c,60,,https://bgoonz-blog.netlify.app/docs/tips/insert-into-array/
,,,,array-methods/,,1,https://bgoonz-blog.netlify.app/docs/tips/array-methods/,text/html;charset=UTF-8,200,OK,Indexable,,51520254859c8e022979fd96cf7d39a6,56,,https://bgoonz-blog.netlify.app/docs/tips/array-methods/
,,,,sorting-strings/,,1,https://bgoonz-blog.netlify.app/docs/tips/sorting-strings/,text/html;charset=UTF-8,200,OK,Indexable,,eebdb56dd134725deca1464bd44b48d4,58,,https://bgoonz-blog.netlify.app/docs/tips/sorting-strings/
,,,audio/,,,8,https://bgoonz-blog.netlify.app/docs/audio/,text/html;charset=UTF-8,200,OK,Indexable,,48ff6561b5848b856ae6a41dc8ade4fa,43,,https://bgoonz-blog.netlify.app/docs/audio/
,,,,dtw-python-explained/,,1,https://bgoonz-blog.netlify.app/docs/audio/dtw-python-explained/,text/html;charset=UTF-8,200,OK,Indexable,,2f536c41e618ccf10c0f85aecd81af74,64,,https://bgoonz-blog.netlify.app/docs/audio/dtw-python-explained/
,,,,discrete-fft/,,1,https://bgoonz-blog.netlify.app/docs/audio/discrete-fft/,text/html;charset=UTF-8,200,OK,Indexable,,df243757529816cdb8831c61e6dd42bb,56,,https://bgoonz-blog.netlify.app/docs/audio/discrete-fft/
,,,,web-audio-api/,,1,https://bgoonz-blog.netlify.app/docs/audio/web-audio-api/,text/html; charset=utf-8,200,OK,Indexable,,31e65f87ce166717422a8a8b3f8ac86c,57,,https://bgoonz-blog.netlify.app/docs/audio/web-audio-api/
,,,,audio-feature-extraction/,,1,https://bgoonz-blog.netlify.app/docs/audio/audio-feature-extraction/,text/html;charset=UTF-8,200,OK,Indexable,,e7c1d54dbbe07322fa3edf14979648d0,68,,https://bgoonz-blog.netlify.app/docs/audio/audio-feature-extraction/
,,,,audio/,,1,https://bgoonz-blog.netlify.app/docs/audio/audio/,text/html; charset=utf-8,200,OK,Indexable,,4b1821ea0072eb27911847de632086a,49,,https://bgoonz-blog.netlify.app/docs/audio/audio/
,,,,dfft/,,1,https://bgoonz-blog.netlify.app/docs/audio/dfft/,text/html;charset=UTF-8,200,OK,Indexable,,c9ae9b60cd451efaa7b57e7001c5eb95,48,,https://bgoonz-blog.netlify.app/docs/audio/dfft/
,,,,dynamic-time-warping/,,1,https://bgoonz-blog.netlify.app/docs/audio/dynamic-time-warping/,text/html;charset=UTF-8,200,OK,Indexable,,3cdead892b098bae305905cf8741616,64,,https://bgoonz-blog.netlify.app/docs/audio/dynamic-time-warping/
,,,career/,,,4,https://bgoonz-blog.netlify.app/docs/career/,,0,Connection Timeout,Non-Indexable,No Response,,44,,https://bgoonz-blog.netlify.app/docs/career/
,,,,interview-dos-n-donts/,,1,https://bgoonz-blog.netlify.app/docs/career/interview-dos-n-donts/,text/html;charset=UTF-8,200,OK,Indexable,,41c714a2c2eaf1869085cf62cbe78edc,66,,https://bgoonz-blog.netlify.app/docs/career/interview-dos-n-donts/
,,,,dev-interview/,,1,https://bgoonz-blog.netlify.app/docs/career/dev-interview/,text/html; charset=utf-8,200,OK,Indexable,,290f775a7f41dadb61280ae354b70f5b,58,,https://bgoonz-blog.netlify.app/docs/career/dev-interview/
,,,,job-boards/,,1,https://bgoonz-blog.netlify.app/docs/career/job-boards/,text/html;charset=UTF-8,200,OK,Indexable,,198190dd037d6ee37e6d8e3080101ad2,55,,https://bgoonz-blog.netlify.app/docs/career/job-boards/
,,docs,,,,1,https://bgoonz-blog.netlify.app/docs,text/html; charset=utf-8,301,Moved Permanently,Non-Indexable,Redirected,,36,,https://bgoonz-blog.netlify.app/docs
,,lorem-ipsum,,,,1,https://bgoonz-blog.netlify.app/lorem-ipsum,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,,43,,https://bgoonz-blog.netlify.app/lorem-ipsum
,,blog/,,,,2,https://bgoonz-blog.netlify.app/blog/,text/html;charset=UTF-8,200,OK,Indexable,,272906c624e57ae41395a36119207a44,37,,https://bgoonz-blog.netlify.app/blog/
,,,platform-docs/,,,1,https://bgoonz-blog.netlify.app/blog/platform-docs/,text/html;charset=UTF-8,200,OK,Indexable,,439a6fd0586eea2ee7df13b34b4315db,51,,https://bgoonz-blog.netlify.app/blog/platform-docs/
,,blogWcomments/,,,,1,https://bgoonz-blog.netlify.app/blogWcomments/,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,,46,,https://bgoonz-blog.netlify.app/blogWcomments/
,,neural%20networks,,,,1,https://bgoonz-blog.netlify.app/neural%20networks,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,,49,,https://bgoonz-blog.netlify.app/neural%20networks
,,angolia,,,,1,https://bgoonz-blog.netlify.app/angolia,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,,39,,https://bgoonz-blog.netlify.app/angolia
,,showcase,,,,1,https://bgoonz-blog.netlify.app/showcase,text/html; charset=utf-8,301,Moved Permanently,Non-Indexable,Redirected,,40,,https://bgoonz-blog.netlify.app/showcase
,,%20https://,,,,1,,,,,,,,,,
,,,www.youtube.com/,,,1,,,,,,,,,,
,,,,channel/,,1,,,,,,,,,,
,,,,,UC9-rYyUMsnEBK8G8fCyrXXA?sub_confirmation=1,1,https://bgoonz-blog.netlify.app/%20https://www.youtube.com/channel/UC9-rYyUMsnEBK8G8fCyrXXA?sub_confirmation=1,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,,110,,https://bgoonz-blog.netlify.app/%20https://www.youtube.com/channel/UC9-rYyUMsnEBK8G8fCyrXXA?sub_confirmation=1
,,_static/,,,,2,,,,,,,,,,
,,,app-assets/,,,2,,,,,,,,,,
,,,,neural.PNG,,1,https://bgoonz-blog.netlify.app/_static/app-assets/neural.PNG,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,,61,,https://bgoonz-blog.netlify.app/_static/app-assets/neural.PNG
,,,,lambda-demo1.gif,,1,https://bgoonz-blog.netlify.app/_static/app-assets/lambda-demo1.gif,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,,67,,https://bgoonz-blog.netlify.app/_static/app-assets/lambda-demo1.gif
,,interview/,,,,1,,,,,,,,,,
,,,job-boards,,,1,https://bgoonz-blog.netlify.app/interview/job-boards,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,,52,,https://bgoonz-blog.netlify.app/interview/job-boards
,,images/,,,,1,,,,,,,,,,
,,,cool%20annimation.gif,,,1,https://bgoonz-blog.netlify.app/images/cool%20annimation.gif,image/gif,200,OK,Indexable,,,60,,https://bgoonz-blog.netlify.app/images/cool%20annimation.gif
