"Path 1","Path 2","Path 3","Path 4","Path 5","Path 6","URLs","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"","","","","notes-template/","","1","https://bgoonz-blog.netlify.app/docs/reference/notes-template/","text/html;charset=UTF-8","200","OK","Indexable","","Gatsby Plugins For This Sites Content Model","43","394","This is my markdown notes tempate","33","225","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Notes Template","14","Title","5","ToC:","4","Main Notes:","11","","","","","","","","","","252456","2034","6.829","2","","232","170","0","97.700","263","199","0","57","49","0","","","","","62c4ceab2c4779894b2d2d001aa89379","0.284","","","","","1.1","https://bgoonz-blog.netlify.app/docs/reference/notes-template/","2022-01-05 20:35:27"
"","","","","web-api's/","","1","https://bgoonz-blog.netlify.app/docs/reference/web-api's/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","2","","171","170","0","97.700","0","0","0","0","0","0","","","","","","1.198","","https://bgoonz-blog.netlify.app/docs/reference/web-api's/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/reference/web-api's/","2022-01-05 20:35:54"
"","","","","github-search/","","1","https://bgoonz-blog.netlify.app/docs/reference/github-search/","text/html;charset=UTF-8","200","OK","Indexable","","The Search API helps you search for the specific item you want to find. For example, you can find a user or a specific file in a repository. Think of it the way you think of performing a search on Google. It's designed to help you find the one result you're looking for (or maybe the few results you're looking for). Just like searching on Google, you sometimes want to see a few pages of search results so that you can find the item that best meets your needs. To satisfy that need, the GitHub Search API provides **up to 1,000 results for each search**.:","556","4807","The Search API helps you search for the specific item you want to find. For example, you can find a user or a specific file in a repository. Think of it the way you think of performing a search on Google. It's designed to help you find the one result you're looking for (or maybe the few results you're looking for). Just like searching on Google, you sometimes want to see a few pages of search results so that you can find the item that best meets your needs. To satisfy that need, the GitHub Search API provides **up to 1,000 results for each search**.:","556","3436","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Github Search","13","Search","6","Jump to Section","15","","0","","","","","","","","","","301535","5032","17.860","2","","213","170","0","97.700","243","198","0","102","63","0","","","","","cba2c170ed9aa2d8ca0589e4afdaec84","0.249","","","","","1.1","https://bgoonz-blog.netlify.app/docs/reference/github-search/","2022-01-05 20:36:27"
"","","","","markdown-styleguide/","","1","https://bgoonz-blog.netlify.app/docs/reference/markdown-styleguide/","text/html;charset=UTF-8","200","OK","Indexable","","Markdown Lint Styleguide","24","226","This document contains a description of all rules, what they are checking for, as well as examples of documents that break the rule and corrected versions of the examples.","171","1075","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Markdown Lint Styleguide","24","Rules","5","MD001 - Heading levels should only increment by one level at a time","67","MD002 - First heading should be a top-level heading","51","","","","","","","","","","281420","6345","15.591","2","","181","170","0","97.700","213","199","0","68","54","0","","","","","4b57f1cb0d0521e5847c57447ed0e4f0","0.242","","","","","1.1","https://bgoonz-blog.netlify.app/docs/reference/markdown-styleguide/","2022-01-05 20:36:37"
"","","","tutorials/","","","2","https://bgoonz-blog.netlify.app/docs/tutorials/","text/html;charset=UTF-8","200","OK","Indexable","","Tutorials | webdevhub","21","192","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Tutorials","9","","0","Jump to Section","15","","0","","","","","","","","","","228215","22","1.881","1","","180","171","0","98.280","210","198","0","48","43","0","","","","","fc88ad1c81c575996ae4dfb5fc04d139","0.321","","","","","1.1","https://bgoonz-blog.netlify.app/docs/tutorials/","2022-01-05 20:32:23"
"","","","","enviorment-setup/","","1","https://bgoonz-blog.netlify.app/docs/tutorials/enviorment-setup/","text/html; charset=utf-8","200","OK","Indexable","","Enviorment Setup Tutorial | webdevhub","37","342","embeded developer tools and utilities","37","235","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Enviorment Setup Tutorial","25","Basic Web Development Environment Setup","39","Windows Subsystem for Linux (WSL) and Ubuntu","44","Jump to Section","15","","","","","","","","","","266148","1126","4.164","2","","179","170","0","97.700","210","199","0","55","48","0","","","","","3d76087f8510c6aac4ffaafb7de6b77d","6.746","","","","","1.1","https://bgoonz-blog.netlify.app/docs/tutorials/enviorment-setup/","2022-01-05 20:35:35"
"","","","community/","","","4","https://bgoonz-blog.netlify.app/docs/community/","text/html; charset=utf-8","200","OK","Indexable","","Connect","7","72","This is the community page","26","172","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Community","9","","0","Jump to Section","15","","0","","","","","","","","","","264716","92","1.805","1","","181","171","0","98.280","213","199","0","96","83","0","","","","","c77eeddba8de366275cffaf884759b73","5.505","","","","","1.1","https://bgoonz-blog.netlify.app/docs/community/","2022-01-05 20:32:18"
"","","","","bookmarks/","","1","https://bgoonz-blog.netlify.app/docs/community/bookmarks/","text/html;charset=UTF-8","200","OK","Indexable","","Bookmarks | webdevhub","21","216","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Bookmarks","9","Bookmarks","9","Jump to Section","15","","0","","","","","","","","","","720285","20825","20.314","2","","192","170","0","97.700","239","200","0","2879","2734","0","","","","","b3b5847af6046fc588d86223e6ec08a8","0.282","","","","","1.1","https://bgoonz-blog.netlify.app/docs/community/bookmarks/","2022-01-05 20:34:02"
"","","","","video-chat/","","1","https://bgoonz-blog.netlify.app/docs/community/video-chat/","text/html;charset=UTF-8","200","OK","Indexable","","Video Chat | webdevhub","22","214","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Video Chat","10","Zumzi Instant Messenger","23","Jump to Section","15","","0","","","","","","","","","","229953","15","1.844","2","","179","170","0","97.700","209","198","0","49","44","0","","","","","4f8657da410ec159ea5d5e3a097ec1ee","0.247","","","","","1.1","https://bgoonz-blog.netlify.app/docs/community/video-chat/","2022-01-05 20:35:00"
"","","","","an-open-letter-2-future-developers/","","1","https://bgoonz-blog.netlify.app/docs/community/an-open-letter-2-future-developers/","text/html;charset=UTF-8","200","OK","Indexable","","New Developers | webdevhub","26","261","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","New Developers","14","","0","1. Why are frameworks useful?","29","2. Types of framework","21","","","","","","","","","","238044","1184","4.905","2","","179","170","0","97.700","209","198","0","62","57","0","","","","","edfa6062980c33df0a4d563ee139299","0.224","","","","","1.1","https://bgoonz-blog.netlify.app/docs/community/an-open-letter-2-future-developers/","2022-01-05 20:35:49"
"","","","projects","","","1","https://bgoonz-blog.netlify.app/docs/projects","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","1","","175","174","0","100.000","0","0","0","0","0","0","","","","","","1.111","","https://bgoonz-blog.netlify.app/docs/projects/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/projects","2022-01-05 20:32:23"
"","","","faq/","","","4","https://bgoonz-blog.netlify.app/docs/faq/","text/html;charset=UTF-8","200","OK","Indexable","","FAQ","3","41","FAQ What's your favorite non-business book?
Hitchhiker's Guide To The Galaxy","76","506","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","FAQ","3","","0","Jump to Section","15","","0","","","","","","","","","","230271","275","2.479","1","","181","171","0","98.280","211","198","0","48","43","0","","","","","f905ca8400ea02e6722d9e97e1ba93c7","0.386","","","","","1.1","https://bgoonz-blog.netlify.app/docs/faq/","2022-01-05 20:32:31"
"","","","","contact","","1","https://bgoonz-blog.netlify.app/docs/faq/contact","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","1","","176","174","0","100.000","0","0","0","0","0","0","","","","","","1.188","","https://bgoonz-blog.netlify.app/docs/faq/contact/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/faq/contact","2022-01-05 20:32:25"
"","","","","plug-ins/","","1","https://bgoonz-blog.netlify.app/docs/faq/plug-ins/","text/html;charset=UTF-8","200","OK","Indexable","","Gatsby Plugins For This Sites Content Model","43","394","This is the Gatsby Plugins For This Sites Content Model page","60","388","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Plug-ins","8","","0","Jump to Section","15","","0","","","","","","","","","","240334","949","5.180","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","42b0d6cc29a770d17b3421e6ad4c4800","0.229","","","","","1.1","https://bgoonz-blog.netlify.app/docs/faq/plug-ins/","2022-01-05 20:34:55"
"","","","","contact/","","1","https://bgoonz-blog.netlify.app/docs/faq/contact/","text/html; charset=utf-8","200","OK","Indexable","","Contact! | webdevhub","20","191","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Contact!","8","","0","Jump to Section","15","","0","","","","","","","","","","258655","38","1.693","2","","180","170","0","97.700","210","199","0","51","46","0","","","","","62e9dc5f50b578c6f5e99d222ed1a829","11.888","","","","","1.1","https://bgoonz-blog.netlify.app/docs/faq/contact/","2022-01-05 20:34:59"
"","","","docs/","","","17","https://bgoonz-blog.netlify.app/docs/docs/","text/html;charset=UTF-8","200","OK","Indexable","","Documentation","13","130","Documentation","13","95","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Docs","4","My DevDocs Deploy","17","Jump to Section","15","","0","","","","","","","","","","238957","209","2.535","1","","180","171","0","98.280","296","237","0","48","43","0","","","","","9b935f5f74a8be0553d30687d121cd37","0.250","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/","2022-01-05 20:32:25"
"","","","","node-docs-complete/","","1","https://bgoonz-blog.netlify.app/docs/docs/node-docs-complete/","text/html;charset=UTF-8","200","OK","Indexable","","Node Docs | webdevhub","21","214","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Node Docs","9","How to use the Node.js REPL","27","Use the tab to autocomplete","27","Exploring JavaScript objects","28","","","","","","","","","","453762","26080","38.127","2","","179","170","0","97.700","329","290","0","67","61","0","","","","","c578ba85766dff43f5e198146d7d65fb","0.270","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/node-docs-complete/","2022-01-05 20:32:56"
"","","","","bash/","","1","https://bgoonz-blog.netlify.app/docs/docs/bash/","text/html; charset=utf-8","200","OK","Indexable","","Bash Commands That Save Me Time and Frustration | webdevhub","59","582","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Bash Commands That Save Me Time and Frustration","47","Bash Commands","13","Jump to Section","15","","0","","","","","","","","","","350517","10024","20.197","2","","179","170","0","97.700","212","199","0","76","62","0","","","","","a7f7148514950a5e27899fc34374616d","7.208","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/bash/","2022-01-05 20:32:50"
"","","","","no-whiteboarding/","","1","https://bgoonz-blog.netlify.app/docs/docs/no-whiteboarding/","text/html;charset=UTF-8","200","OK","Indexable","","lorem-ipsum | webdevhub","23","224","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","lorem-ipsum","11","","0","A - C","5","D - F","5","","","","","","","","","","347702","12294","25.336","2","","179","170","0","97.700","209","198","0","693","688","0","","","","","13b36115e5000969ec3a2d040bedf340","0.390","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/no-whiteboarding/","2022-01-05 20:32:59"
"","","","","sitemap/","","1","https://bgoonz-blog.netlify.app/docs/docs/sitemap/","text/html;charset=UTF-8","200","OK","Indexable","","Sitemap","7","72","Sitemap","7","51","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Sitemap","7","","0","DOCS:","5","Jump to Section","15","","","","","","","","","","255910","430","4.330","2","","180","170","0","97.700","416","394","0","48","43","0","","","","","a4a2b6a2e8f580c1bc32dfe8896b7638","0.311","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/sitemap/","2022-01-05 20:33:00"
"","","","","es-6-features/","","1","https://bgoonz-blog.netlify.app/docs/docs/es-6-features/","text/html;charset=UTF-8","200","OK","Indexable","","ECMAScript 6 | webdevhub","24","242","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","ECMAScript 6","12","","0","Introduction","12","ECMAScript 6 Features","21","","","","","","","","","","251371","2300","7.526","2","","200","170","0","97.700","230","198","0","81","75","0","","","","","c67dbd17c7fc226685314544eefe95d3","0.272","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/es-6-features/","2022-01-05 20:33:56"
"","","","","node-docs-full/","","1","https://bgoonz-blog.netlify.app/docs/docs/node-docs-full/","text/html;charset=UTF-8","200","OK","Indexable","","Node Docs | webdevhub","21","214","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Node Docs","9","How much JavaScript do you need to know to use Node.js","54","Cheat Sheet:","12","A Vast Number of Libraries","26","","","","","","","","","","297515","8428","21.360","2","","179","170","0","97.700","209","198","0","99","82","0","","","","","c00a67bbfdabdd7b4e49d33d520d02cf","0.327","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/node-docs-full/","2022-01-05 20:33:57"
"","","","","git-repos/","","1","https://bgoonz-blog.netlify.app/docs/docs/git-repos/","text/html;charset=UTF-8","200","OK","Indexable","","Git Repo List | webdevhub","25","233","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Git Repo List","13","My Repos:","9","Jump to Section","15","","0","","","","","","","","","","243832","161","4.395","2","","180","170","0","97.700","209","198","0","189","183","0","","","","","f1bf760126e1d5abfbbcb75018a2884c","0.335","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/git-repos/","2022-01-05 20:33:58"
"","","","","appendix/","","1","https://bgoonz-blog.netlify.app/docs/docs/appendix/","text/html;charset=UTF-8","200","OK","Indexable","","Apendix | webdevhub","19","186","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Apendix","7","index","5","Prefer const and let over var","29","Arrow functions","15","","","","","","","","","","243092","1759","6.214","2","","179","170","0","97.700","209","198","0","50","45","0","","","","","2db40dd4cdbeef9405abe028be41f3c1","0.275","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/appendix/","2022-01-05 20:34:38"
"","","","","css/","","1","https://bgoonz-blog.netlify.app/docs/docs/css/","text/html;charset=UTF-8","200","OK","Indexable","","Learn Css | webdevhub","21","207","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Learn Css","9","Learn CSS","9","Jump to Section","15","","0","","","","","","","","","","260317","3336","9.234","2","","179","170","0","97.700","209","198","0","57","49","0","","","","","1a4674348d2d66ad8e3c434103e4881c","0.261","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/css/","2022-01-05 20:34:43"
"","","","","html-spec/","","1","https://bgoonz-blog.netlify.app/docs/docs/html-spec/","text/html;charset=UTF-8","200","OK","Indexable","","HTML SPEC | webdevhub","21","229","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","HTML SPEC","9","","0","HTML SPEC","9","Living Standard — Last Updated 29 October 2021","46","","","","","","","","","","358294","6177","11.609","2","","179","170","0","97.700","209","198","0","1178","46","0","","","","","26da6db52630c920e6a7db0571b96c7","0.292","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/html-spec/","2022-01-05 20:34:48"
"","","","","art-of-command-line/","","1","https://bgoonz-blog.netlify.app/docs/docs/art-of-command-line/","text/html;charset=UTF-8","200","OK","Indexable","","Command Line Basics","19","195","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Command Line Basics","19","","0","Meta","4","Basics","6","","","","","","","","","","274329","5593","13.257","2","","182","170","0","97.700","212","198","0","122","109","0","","","","","54201b0583b888d7ed96c2139211c6f2","0.255","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/art-of-command-line/","2022-01-05 20:34:58"
"","","","","git-reference/","","1","https://bgoonz-blog.netlify.app/docs/docs/git-reference/","text/html;charset=UTF-8","200","OK","Indexable","","Git Reference | webdevhub","25","240","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Git Reference","13","","0","Git Reference","13","Versioning Concepts","19","","","","","","","","","","273159","6128","14.120","2","","179","170","0","97.700","209","198","0","77","72","0","","","","","645d1ee605bdaa6ead0552838672128d","0.255","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/git-reference/","2022-01-05 20:35:03"
"","","","","snippets/","","1","https://bgoonz-blog.netlify.app/docs/docs/snippets/","text/html;charset=UTF-8","200","OK","Indexable","","Useful Snippets | webdevhub","27","253","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Useful Snippets","15","A Very Quick Guide To Calculating Big O Computational Complexity","64","Jump to Section","15","","0","","","","","","","","","","310754","5376","12.907","2","","179","170","0","97.700","209","198","0","265","158","0","","","","","7553a1d8b0e7a4869594da34a9ae067e","0.301","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/snippets/","2022-01-05 20:35:24"
"","","","","markdown/","","1","https://bgoonz-blog.netlify.app/docs/docs/markdown/","text/html;charset=UTF-8","200","OK","Indexable","","Markdown | webdevhub","20","209","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Markdown","8","","0","Markdown:","9","Why markdown?","13","","","","","","","","","","236198","720","3.726","2","","179","170","0","97.700","209","198","0","84","77","0","","","","","8f1040688f0cb0ba9f39f8979af65da1","0.275","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/markdown/","2022-01-05 20:35:33"
"","","","","data-structures-docs/","","1","https://bgoonz-blog.netlify.app/docs/docs/data-structures-docs/","text/html;charset=UTF-8","200","OK","Indexable","","Data Structures Docs | webdevhub","32","306","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Data Structures Docs","20","Data Structures are a specialized means of organizing and storing data in computers in such a way that we can perform operations on the stored data more efficiently. Data structures have a wide and diverse scope of usage across the fields of Computer Science and Software Engineering.Image by author","299","1. Arrays","9","2. Linked Lists","15","","","","","","","","","","247989","2322","6.940","2","","179","170","0","97.700","209","198","0","58","52","0","","","","","65c760fb5616787e689bc2208be63b16","0.259","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/data-structures-docs/","2022-01-05 20:35:58"
"","","","","regex-in-js/","","1","https://bgoonz-blog.netlify.app/docs/docs/regex-in-js/","text/html;charset=UTF-8","200","OK","Indexable","","Regular Expressions | webdevhub","31","297","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Regular Expressions","19","Regular Expressions","19","Jump to Section","15","","0","","","","","","","","","","248020","2071","6.999","2","","179","170","0","97.700","209","198","0","64","56","0","","","","","29f556c9cdfd074cc7003e23c0cf6107","0.267","","","","","1.1","https://bgoonz-blog.netlify.app/docs/docs/regex-in-js/","2022-01-05 20:36:27"
"","","","articles/","","","35","https://bgoonz-blog.netlify.app/docs/articles/","text/html;charset=UTF-8","200","OK","Indexable","","Articles | webdevhub","20","182","This section is similar to a blog but is more technical in nature and time invariant with regard to content.","108","648","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Articles","8","","0","Articles","8","Jump to Section","15","","","","","","","","","","234157","134","2.068","1","","181","171","0","98.280","243","198","0","48","43","0","","","","","4ce386cfec1455e25420af9f1d905211","0.255","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/","2022-01-05 20:32:25"
"","","","","nodejs/","","1","https://bgoonz-blog.netlify.app/docs/articles/nodejs/","text/html;charset=UTF-8","200","OK","Indexable","","Javascript and Node","19","179","This is the Javascript and Node page","36","233","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Javascript and Node","19","","0","Jump to Section","15","","0","","","","","","","","","","230071","166","2.204","1","","353","174","0","100.000","209","198","0","48","43","0","","","","","97337497b05b64c87b0b624baadf8a16","0.307","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/nodejs/","2022-01-05 20:32:26"
"","","","","webdev-tools/","","1","https://bgoonz-blog.netlify.app/docs/articles/webdev-tools/","text/html;charset=UTF-8","200","OK","Indexable","","Web Developer Tools | webdevhub","31","307","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Web Developer Tools","19","","0","What To Consider When Choosing Web Development Tools","52","The 50 Best Web Development Tools In 2021","41","","","","","","","","","","294067","7878","17.489","2","","179","170","0","97.700","209","198","0","184","134","0","","","","","75e27aee60791eb7af07cbc2f156c753","0.219","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/webdev-tools/","2022-01-05 20:32:49"
"","","","","reading-files/","","1","https://bgoonz-blog.netlify.app/docs/articles/reading-files/","text/html; charset=utf-8","200","OK","Indexable","","Reading files","13","113","The simplest way to read a file in Node.js is to use the fs.readFile() method, passing it the file path, encoding and a callback function that will be called","157","942","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Reading Files","13","","0","Jump to Section","15","","0","","","","","","","","","","258802","170","2.028","2","","180","170","0","97.700","210","199","0","51","46","0","","","","","a7939516e5cba52e477b78c28ea6632f","7.000","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/reading-files/","2022-01-05 20:32:47"
"","","","","node-cli-args/","","1","https://bgoonz-blog.netlify.app/docs/articles/node-cli-args/","text/html;charset=UTF-8","200","OK","Indexable","","npm packages","12","128","When you install a package using npm you can perform 2 types of installation:
a local install
a global install

By default, when you type an npm install command, like:
the package is installed in the current file tree, under the node_modules subfolder.","252","1549","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","where-is-npm-pack","17","","0","Jump to Section","15","","0","","","","","","","","","","230706","166","2.260","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","3ee81e0f3ed30482fe93de3465d8fb54","0.253","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/node-cli-args/","2022-01-05 20:32:57"
"","","","","node-package-manager/","","1","https://bgoonz-blog.netlify.app/docs/articles/node-package-manager/","text/html;charset=UTF-8","200","OK","Indexable","","Sorting Algorithms | webdevhub","30","277","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Sorting Algorithms","18","","0","Sorting Algorithms","18","Jump to Section","15","","","","","","","","","","241241","1751","5.789","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","99efb1527bde86a98ab0e4327c15617b","0.232","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/node-package-manager/","2022-01-05 20:33:35"
"","","","","npm/","","1","https://bgoonz-blog.netlify.app/docs/articles/npm/","text/html;charset=UTF-8","200","OK","Indexable","","npm","3","37","npm is the standard package manager for Node.js.
In January 2017 over 350000 packages were reported being listed in the npm registry.","133","866","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Introduction to npm","19","","0","Introduction to npm","19","Downloads","9","","","","","","","","","","232839","470","3.028","2","","179","170","0","97.700","209","198","0","49","44","0","","","","","6722e9b2aa7cca81b8d747ae37f3725b","0.316","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/npm/","2022-01-05 20:34:00"
"","","","","install/","","1","https://bgoonz-blog.netlify.app/docs/articles/install/","text/html;charset=UTF-8","200","OK","Indexable","","Install","7","51","This is the Install page","24","141","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Install","7","","0","Jump to Section","15","","0","","","","","","","","","","226017","194","2.388","2","","180","170","0","97.700","209","198","0","52","47","0","","","","","6f7fe83c6499709122b2bd207464ea11","0.276","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/install/","2022-01-05 20:34:00"
"","","","","fs-module/","","1","https://bgoonz-blog.netlify.app/docs/articles/fs-module/","text/html;charset=UTF-8","200","OK","Indexable","","Fs-Module | webdevhub","21","210","Fs-Module","9","67","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Fs-Module","9","","0","Jump to Section","15","","0","","","","","","","","","","232481","469","3.027","2","","179","170","0","97.700","209","198","0","49","44","0","","","","","c3fe8a47c9799d9512d9fa5950b32267","0.269","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/fs-module/","2022-01-05 20:34:20"
"","","","","intro/","","1","https://bgoonz-blog.netlify.app/docs/articles/intro/","","0","Connection Timeout","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","172","170","0","97.700","0","0","0","0","0","0","","","","","","","","","","","","https://bgoonz-blog.netlify.app/docs/articles/intro/","2022-01-05 20:34:04"
"","","","","the-uniform-resource-locator-(url)/","","1","https://bgoonz-blog.netlify.app/docs/articles/the-uniform-resource-locator-(url)/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","2","","171","170","0","97.700","0","0","0","0","0","0","","","","","","1.121","","https://bgoonz-blog.netlify.app/docs/articles/the-uniform-resource-locator-(url)/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/articles/the-uniform-resource-locator-(url)/","2022-01-05 20:34:33"
"","","","","semantic-html/","","1","https://bgoonz-blog.netlify.app/docs/articles/semantic-html/","text/html;charset=UTF-8","200","OK","Indexable","","Web Design | webdevhub","22","224","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Web Design","10","A View of HTML","14","Document Production","19","Web Document Production","23","","","","","","","","","","259407","5160","12.872","2","","180","170","0","97.700","209","198","0","59","54","0","","","","","57ead6cc99b799e0ee5460002f23dcf8","0.220","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/semantic-html/","2022-01-05 20:34:34"
"","","","","semantic/","","1","https://bgoonz-blog.netlify.app/docs/articles/semantic/","text/html; charset=utf-8","200","OK","Indexable","","Semantic Versioning | webdevhub","31","295","Semantic Versioning using npm","29","198","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Semantic Versioning","19","","0","Jump to Section","15","","0","","","","","","","","","","260121","459","2.521","2","","179","170","0","97.700","210","199","0","51","46","0","","","","","97305b3bb53be061f292dad4aca00540","7.099","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/semantic/","2022-01-05 20:34:28"
"","","","","node-js-language/","","1","https://bgoonz-blog.netlify.app/docs/articles/node-js-language/","text/html;charset=UTF-8","200","OK","Indexable","","packagejson | webdevhub","23","227","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","packagejson","11","Cheat Sheet:","12","The file structure","18","Properties breakdown","20","","","","","","","","","","312083","6704","16.952","2","","179","170","0","97.700","210","199","0","56","50","0","","","","","3a10fabefe33724f28ef7deb27ddccec","0.316","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/node-js-language/","2022-01-05 20:34:39"
